ASN,Client Prefix,NAT,Spoof Private,Spoof Routable,Adjacency Spoofing,Date
3209 (VODANET),188.107.80.x/24,yes,blocked,blocked,none,2017-10-23
6805 (TDDE-ASN1),85.177.10.x/24,yes,blocked,blocked,none,2017-10-23
6805 (TDDE-ASN1),92.229.80.x/24,yes,blocked,blocked,none,2017-10-23
3209 (VODANET),188.107.80.x/24,yes,blocked,blocked,none,2017-10-23
3320 (DTAG),79.223.33.x/24,yes,blocked,blocked,none,2017-10-23
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/104,2017-10-23
553 (BELWUE),141.70.82.x/24,yes,unknown,unknown,none,2017-10-23
8881 (VERSATEL),87.122.247.x/24,yes,blocked,blocked,none,2017-10-23
31334 (KABELDEUTSCHLAND-AS),77.23.240.x/24,yes,blocked,blocked,none,2017-10-22
31334 (KABELDEUTSCHLAND-AS),2a02:8109:16xx::/40,no,blocked,blocked,none,2017-10-22
31334 (KABELDEUTSCHLAND-AS),77.23.240.x/24,yes,blocked,blocked,none,2017-10-22
31334 (KABELDEUTSCHLAND-AS),2a02:8109:16xx::/40,no,blocked,blocked,/64,2017-10-22
31334 (KABELDEUTSCHLAND-AS),77.23.240.x/24,yes,blocked,blocked,none,2017-10-22
31334 (KABELDEUTSCHLAND-AS),2a02:8109:16xx::/40,no,blocked,blocked,/64,2017-10-22
3209 (VODANET),84.63.209.x/24,yes,blocked,blocked,none,2017-10-22
15943 (WTNET-AS),46.59.142.x/24,yes,rewritten,rewritten,none,2017-10-22
8881 (VERSATEL),89.245.117.x/24,yes,blocked,blocked,none,2017-10-22
3209 (VODANET),84.63.209.x/24,yes,blocked,blocked,none,2017-10-22
3209 (VODANET),84.63.209.x/24,yes,blocked,blocked,none,2017-10-22
24940 (HETZNER-AS),176.9.149.x/24,no,blocked,blocked,/26,2017-10-22
3320 (DTAG),87.135.25.x/24,yes,blocked,blocked,none,2017-10-22
3320 (DTAG),2003:6:13xx::/40,yes,blocked,blocked,none,2017-10-22
31334 (KABELDEUTSCHLAND-AS),31.18.22.x/24,yes,blocked,blocked,none,2017-10-22
31334 (KABELDEUTSCHLAND-AS),2a02:8108:45xx::/40,no,blocked,blocked,/56,2017-10-22
8881 (VERSATEL),83.135.82.x/24,yes,blocked,blocked,none,2017-10-22
15943 (WTNET-AS),46.59.172.x/24,yes,blocked,blocked,none,2017-10-22
15943 (WTNET-AS),2a02:2028:6xx::/40,no,blocked,blocked,/48,2017-10-22
3320 (DTAG),84.188.33.x/24,yes,blocked,blocked,none,2017-10-22
3320 (DTAG),2003:ce:c3xx::/40,no,blocked,blocked,/56,2017-10-22
3209 (VODANET),84.63.209.x/24,yes,blocked,blocked,none,2017-10-22
3320 (DTAG),79.208.22.x/24,yes,unknown,unknown,none,2017-10-22
8881 (VERSATEL),87.123.107.x/24,yes,blocked,blocked,none,2017-10-22
8881 (VERSATEL),2001:16b8:64xx::/40,no,blocked,blocked,/56,2017-10-22
553 (BELWUE),141.70.82.x/24,yes,blocked,blocked,none,2017-10-22
3320 (DTAG),84.170.29.x/24,yes,blocked,blocked,none,2017-10-22
3320 (DTAG),2003:f6:e3xx::/40,no,blocked,blocked,/64,2017-10-22
31334 (KABELDEUTSCHLAND-AS),95.91.254.x/24,yes,rewritten,rewritten,none,2017-10-22
3320 (DTAG),91.54.6.x/24,yes,blocked,blocked,none,2017-10-22
202018 (DIGITALOCEAN-ASN-3),46.101.240.x/24,no,blocked,blocked,none,2017-10-22
3320 (DTAG),79.208.175.x/24,yes,rewritten,rewritten,none,2017-10-22
3320 (DTAG),2003:c1:7fxx::/40,no,blocked,blocked,/64,2017-10-22
24940 (HETZNER-AS),46.4.103.x/24,no,blocked,blocked,/25,2017-10-22
24940 (HETZNER-AS),2a01:4f8:1xx::/40,no,blocked,blocked,/64,2017-10-22
8881 (VERSATEL),89.245.113.x/24,yes,blocked,blocked,none,2017-10-22
30823 (COMBAHTON),5.1.80.x/24,no,blocked,blocked,/23,2017-10-22
3320 (DTAG),79.223.57.x/24,yes,blocked,blocked,none,2017-10-21
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/104,2017-10-21
15943 (WTNET-AS),84.46.31.x/24,yes,rewritten,rewritten,none,2017-10-21
3209 (VODANET),84.61.119.x/24,yes,blocked,blocked,none,2017-10-21
3320 (DTAG),93.253.157.x/24,yes,blocked,blocked,none,2017-10-21
3320 (DTAG),87.135.25.x/24,yes,blocked,blocked,none,2017-10-21
3320 (DTAG),2003:6:13xx::/40,yes,blocked,blocked,none,2017-10-21
31334 (KABELDEUTSCHLAND-AS),31.18.22.x/24,yes,blocked,blocked,none,2017-10-21
31334 (KABELDEUTSCHLAND-AS),2a02:8108:45xx::/40,no,blocked,blocked,/56,2017-10-21
31334 (KABELDEUTSCHLAND-AS),31.18.22.x/24,yes,blocked,blocked,none,2017-10-21
3209 (VODANET),92.209.47.x/24,yes,blocked,blocked,none,2017-10-21
3320 (DTAG),79.223.47.x/24,yes,blocked,blocked,none,2017-10-21
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-10-21
3320 (DTAG),88.128.80.x/24,yes,unknown,unknown,none,2017-10-21
553 (BELWUE),141.10.85.x/24,no,blocked,blocked,/27,2017-10-21
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,blocked,blocked,none,2017-10-21
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,/64,2017-10-21
3320 (DTAG),91.14.137.x/24,yes,blocked,blocked,none,2017-10-21
15943 (WTNET-AS),46.59.165.x/24,yes,blocked,blocked,none,2017-10-21
15943 (WTNET-AS),2a02:2028:5xx::/40,no,blocked,blocked,/88,2017-10-21
8881 (VERSATEL),87.122.73.x/24,yes,blocked,blocked,none,2017-10-21
6805 (TDDE-ASN1),77.179.81.x/24,yes,rewritten,rewritten,none,2017-10-20
3320 (DTAG),87.135.25.x/24,yes,blocked,blocked,none,2017-10-20
3320 (DTAG),2003:6:13xx::/40,yes,blocked,blocked,none,2017-10-20
3209 (VODANET),92.209.35.x/24,yes,blocked,blocked,none,2017-10-20
29562 (KabelBW-ASN),109.192.193.x/24,yes,blocked,blocked,none,2017-10-20
29562 (KabelBW-ASN),109.192.193.x/24,yes,blocked,blocked,none,2017-10-20
8881 (VERSATEL),87.122.241.x/24,yes,blocked,blocked,none,2017-10-20
8220 (COLT),62.96.79.x/24,yes,rewritten,blocked,/29,2017-10-20
3320 (DTAG),84.143.243.x/24,yes,blocked,blocked,none,2017-10-20
3320 (DTAG),2003:45:46xx::/40,no,blocked,blocked,/56,2017-10-20
8220 (COLT),213.61.98.x/24,yes,rewritten,rewritten,none,2017-10-20
3320 (DTAG),87.135.25.x/24,yes,blocked,blocked,none,2017-10-20
3320 (DTAG),2003:6:13xx::/40,yes,blocked,blocked,none,2017-10-20
8220 (COLT),217.110.69.x/24,yes,blocked,blocked,none,2017-10-20
3209 (VODANET),188.107.86.x/24,yes,blocked,blocked,none,2017-10-20
3320 (DTAG),79.208.169.x/24,yes,rewritten,rewritten,none,2017-10-20
3320 (DTAG),2003:c1:7fxx::/40,no,blocked,blocked,/64,2017-10-20
15943 (WTNET-AS),46.59.255.x/24,yes,blocked,blocked,none,2017-10-20
15943 (WTNET-AS),2a02:2028:6xx::/40,no,blocked,blocked,/48,2017-10-20
8881 (VERSATEL),87.122.241.x/24,yes,blocked,blocked,none,2017-10-20
3209 (VODANET),178.4.221.x/24,yes,blocked,blocked,none,2017-10-19
3320 (DTAG),46.83.39.x/24,yes,rewritten,rewritten,none,2017-10-19
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,none,2017-10-19
3320 (DTAG),80.187.80.x/24,yes,unknown,unknown,none,2017-10-19
3320 (DTAG),79.208.165.x/24,yes,rewritten,rewritten,none,2017-10-19
3320 (DTAG),2003:c1:7fxx::/40,no,blocked,blocked,/64,2017-10-19
3320 (DTAG),80.187.80.x/24,yes,unknown,unknown,none,2017-10-19
13045 (HTP-AS),89.183.78.x/24,yes,blocked,blocked,none,2017-10-19
15943 (WTNET-AS),46.59.167.x/24,yes,blocked,blocked,none,2017-10-19
15943 (WTNET-AS),2a02:2028:7xx::/40,no,blocked,blocked,/48,2017-10-19
8792 (ASVNET),145.243.200.x/24,yes,unknown,unknown,none,2017-10-19
3320 (DTAG),87.149.189.x/24,yes,unknown,unknown,none,2017-10-19
3209 (VODANET),178.4.221.x/24,yes,blocked,blocked,none,2017-10-19
3209 (VODANET),178.4.221.x/24,yes,unknown,unknown,none,2017-10-19
3320 (DTAG),84.184.174.x/24,yes,unknown,unknown,none,2017-10-19
15465 (SiemensDE),194.138.39.x/24,yes,unknown,unknown,none,2017-10-19
31334 (KABELDEUTSCHLAND-AS),91.65.148.x/24,yes,unknown,unknown,none,2017-10-19
8881 (VERSATEL),89.245.238.x/24,yes,blocked,blocked,none,2017-10-19
15943 (WTNET-AS),185.23.226.x/24,yes,blocked,blocked,none,2017-10-19
15943 (WTNET-AS),2a02:2028:6xx::/40,no,blocked,blocked,none,2017-10-19
3320 (DTAG),217.244.143.x/24,yes,rewritten,rewritten,none,2017-10-18
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-10-18
3209 (VODANET),84.59.130.x/24,yes,blocked,blocked,none,2017-10-18
3209 (VODANET),84.59.130.x/24,yes,blocked,blocked,none,2017-10-18
6830 (LGI-UPC),109.91.37.x/24,yes,blocked,blocked,none,2017-10-18
6830 (LGI-UPC),2a02:908:cxx::/40,no,blocked,blocked,/64,2017-10-18
6805 (TDDE-ASN1),78.53.10.x/24,yes,blocked,blocked,none,2017-10-18
3209 (VODANET),178.3.128.x/24,yes,blocked,blocked,none,2017-10-18
3320 (DTAG),87.135.25.x/24,yes,blocked,blocked,none,2017-10-18
3320 (DTAG),2003:6:13xx::/40,yes,blocked,blocked,none,2017-10-18
3320 (DTAG),87.135.25.x/24,yes,blocked,blocked,none,2017-10-18
3320 (DTAG),2003:6:13xx::/40,yes,blocked,blocked,none,2017-10-18
3320 (DTAG),79.208.167.x/24,yes,rewritten,rewritten,none,2017-10-18
3320 (DTAG),2003:c1:7fxx::/40,no,blocked,blocked,/64,2017-10-18
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,blocked,blocked,none,2017-10-18
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,none,2017-10-18
3209 (VODANET),84.59.130.x/24,yes,blocked,blocked,none,2017-10-18
3320 (DTAG),79.223.54.x/24,yes,blocked,blocked,none,2017-10-18
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-10-18
3209 (VODANET),84.59.130.x/24,yes,blocked,blocked,none,2017-10-18
15943 (WTNET-AS),46.59.160.x/24,yes,blocked,blocked,none,2017-10-18
15943 (WTNET-AS),2a02:2028:7xx::/40,no,blocked,blocked,none,2017-10-18
8220 (COLT),213.61.98.x/24,yes,rewritten,rewritten,none,2017-10-18
13045 (HTP-AS),89.183.2.x/24,yes,blocked,blocked,none,2017-10-18
3209 (VODANET),84.59.130.x/24,yes,blocked,blocked,none,2017-10-18
3320 (DTAG),217.244.129.x/24,yes,rewritten,rewritten,none,2017-10-18
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-10-18
3320 (DTAG),84.181.172.x/24,yes,blocked,blocked,none,2017-10-18
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/104,2017-10-18
8881 (VERSATEL),89.246.210.x/24,yes,blocked,blocked,none,2017-10-18
15943 (WTNET-AS),46.59.160.x/24,yes,blocked,blocked,none,2017-10-18
15943 (WTNET-AS),2a02:2028:7xx::/40,no,blocked,blocked,none,2017-10-18
3320 (DTAG),217.244.143.x/24,yes,rewritten,rewritten,none,2017-10-17
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-10-17
15943 (WTNET-AS),185.29.241.x/24,yes,blocked,blocked,none,2017-10-17
3320 (DTAG),87.163.177.x/24,yes,unknown,unknown,none,2017-10-17
6805 (TDDE-ASN1),89.12.41.x/24,yes,rewritten,rewritten,none,2017-10-17
3209 (VODANET),88.69.131.x/24,yes,blocked,blocked,none,2017-10-17
13045 (HTP-AS),89.183.23.x/24,yes,blocked,blocked,none,2017-10-17
24940 (HETZNER-AS),138.201.69.x/24,no,blocked,blocked,/27,2017-10-17
3320 (DTAG),87.135.25.x/24,yes,blocked,blocked,none,2017-10-17
3320 (DTAG),79.223.46.x/24,yes,blocked,blocked,none,2017-10-17
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/88,2017-10-17
3320 (DTAG),46.83.40.x/24,yes,rewritten,rewritten,none,2017-10-17
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-10-17
3320 (DTAG),79.208.174.x/24,yes,blocked,blocked,none,2017-10-17
3320 (DTAG),2003:c1:7fxx::/40,no,blocked,blocked,/64,2017-10-17
3320 (DTAG),88.128.80.x/24,yes,unknown,unknown,none,2017-10-17
50629 (LWLCOM),31.209.95.x/24,yes,rewritten,rewritten,none,2017-10-17
29562 (KabelBW-ASN),109.192.193.x/24,yes,blocked,blocked,none,2017-10-17
29562 (KabelBW-ASN),2a02:8070:51xx::/40,no,blocked,blocked,/104,2017-10-17
3320 (DTAG),88.128.80.x/24,yes,unknown,unknown,none,2017-10-17
6805 (TDDE-ASN1),78.51.10.x/24,yes,blocked,blocked,none,2017-10-17
3320 (DTAG),79.208.171.x/24,yes,rewritten,rewritten,none,2017-10-17
3320 (DTAG),2003:c1:7fxx::/40,no,blocked,blocked,/64,2017-10-17
8881 (VERSATEL),89.245.205.x/24,yes,blocked,blocked,none,2017-10-17
31334 (KABELDEUTSCHLAND-AS),77.23.240.x/24,yes,blocked,blocked,none,2017-10-17
31334 (KABELDEUTSCHLAND-AS),2a02:8109:16xx::/40,no,blocked,blocked,/64,2017-10-17
8365 (MANDA),130.83.222.x/24,yes,unknown,unknown,none,2017-10-17
8365 (MANDA),2001:41b8:8xx::/40,no,blocked,blocked,none,2017-10-17
3209 (VODANET),88.69.131.x/24,yes,blocked,blocked,none,2017-10-17
3320 (DTAG),217.244.128.x/24,yes,rewritten,rewritten,none,2017-10-17
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-10-17
3320 (DTAG),93.255.129.x/24,yes,blocked,blocked,none,2017-10-17
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-10-17
15943 (WTNET-AS),46.59.166.x/24,yes,blocked,blocked,none,2017-10-17
15943 (WTNET-AS),2a02:2028:7xx::/40,no,blocked,blocked,/48,2017-10-17
3320 (DTAG),79.223.33.x/24,yes,blocked,blocked,none,2017-10-17
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-10-17
8881 (VERSATEL),87.122.245.x/24,yes,blocked,blocked,none,2017-10-17
24961 (MYLOC-AS),46.20.46.x/24,no,blocked,blocked,/23,2017-10-17
3320 (DTAG),217.244.143.x/24,yes,rewritten,rewritten,none,2017-10-16
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-10-16
24961 (MYLOC-AS),46.20.46.x/24,no,blocked,blocked,/23,2017-10-16
3320 (DTAG),79.227.190.x/24,yes,unknown,unknown,none,2017-10-16
3320 (DTAG),79.227.190.x/24,yes,unknown,unknown,none,2017-10-16
60294 (DE-DGW),185.22.140.x/24,yes,rewritten,rewritten,none,2017-10-16
31334 (KABELDEUTSCHLAND-AS),77.23.240.x/24,yes,unknown,unknown,none,2017-10-16
31334 (KABELDEUTSCHLAND-AS),2a02:8109:16xx::/40,no,blocked,blocked,/64,2017-10-16
3320 (DTAG),93.255.129.x/24,yes,unknown,unknown,none,2017-10-16
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-10-16
3209 (VODANET),178.4.31.x/24,yes,unknown,unknown,none,2017-10-16
13045 (HTP-AS),89.183.112.x/24,yes,unknown,unknown,none,2017-10-16
3320 (DTAG),79.223.46.x/24,yes,unknown,unknown,none,2017-10-16
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/88,2017-10-16
3209 (VODANET),109.43.3.x/24,yes,unknown,unknown,none,2017-10-16
3320 (DTAG),91.11.101.x/24,yes,unknown,unknown,none,2017-10-16
12337 (NORIS-NETWORK),62.128.1.x/24,yes,unknown,unknown,none,2017-10-16
12337 (NORIS-NETWORK),2001:780:xx::/40,no,blocked,blocked,/64,2017-10-16
15943 (WTNET-AS),46.59.172.x/24,yes,unknown,unknown,none,2017-10-16
15943 (WTNET-AS),2a02:2028:6xx::/40,no,blocked,blocked,/72,2017-10-16
8881 (VERSATEL),89.245.225.x/24,yes,unknown,unknown,none,2017-10-16
3320 (DTAG),217.244.143.x/24,yes,rewritten,rewritten,none,2017-10-15
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-10-15
15943 (WTNET-AS),185.23.225.x/24,yes,unknown,unknown,none,2017-10-15
15943 (WTNET-AS),2a02:2028:8xx::/40,no,blocked,blocked,/48,2017-10-15
28753 (LEASEWEB-DE),46.165.220.x/24,yes,unknown,unknown,none,2017-10-15
49009 (FFHH),193.96.224.x/24,yes,unknown,received,/8,2017-10-15
3209 (VODANET),188.107.80.x/24,yes,unknown,unknown,none,2017-10-15
6805 (TDDE-ASN1),92.224.50.x/24,yes,unknown,unknown,none,2017-10-15
24940 (HETZNER-AS),176.9.149.x/24,no,unknown,unknown,/26,2017-10-15
3320 (DTAG),217.86.219.x/24,yes,unknown,unknown,none,2017-10-15
3320 (DTAG),84.181.174.x/24,yes,unknown,unknown,none,2017-10-15
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-10-15
6805 (TDDE-ASN1),77.186.214.x/24,yes,unknown,unknown,none,2017-10-15
3209 (VODANET),88.75.105.x/24,yes,unknown,unknown,none,2017-10-15
3320 (DTAG),46.86.62.x/24,yes,unknown,unknown,none,2017-10-15
8881 (VERSATEL),89.245.76.x/24,yes,unknown,unknown,none,2017-10-15
6805 (TDDE-ASN1),77.186.214.x/24,yes,unknown,unknown,none,2017-10-15
202018 (DIGITALOCEAN-ASN-3),46.101.240.x/24,no,unknown,unknown,none,2017-10-15
6805 (TDDE-ASN1),77.186.214.x/24,yes,unknown,unknown,none,2017-10-15
24940 (HETZNER-AS),46.4.103.x/24,no,unknown,unknown,/25,2017-10-15
24940 (HETZNER-AS),2a01:4f8:1xx::/40,no,blocked,blocked,/64,2017-10-15
8881 (VERSATEL),83.135.124.x/24,yes,unknown,unknown,none,2017-10-15
3320 (DTAG),217.244.142.x/24,yes,rewritten,rewritten,none,2017-10-14
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-10-14
6830 (LGI-UPC),94.114.16.x/24,yes,unknown,unknown,none,2017-10-14
3320 (DTAG),84.181.170.x/24,yes,unknown,unknown,none,2017-10-14
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,none,2017-10-14
3209 (VODANET),92.209.36.x/24,yes,unknown,unknown,none,2017-10-14
15943 (WTNET-AS),46.59.155.x/24,yes,rewritten,rewritten,none,2017-10-14
3320 (DTAG),87.175.160.x/24,yes,unknown,unknown,none,2017-10-14
553 (BELWUE),141.70.82.x/24,yes,unknown,unknown,none,2017-10-14
3320 (DTAG),93.244.117.x/24,yes,unknown,unknown,none,2017-10-14
29562 (KabelBW-ASN),109.192.193.x/24,yes,unknown,unknown,none,2017-10-14
29562 (KabelBW-ASN),2a02:8070:51xx::/40,no,blocked,blocked,/88,2017-10-14
31334 (KABELDEUTSCHLAND-AS),31.18.22.x/24,yes,unknown,unknown,none,2017-10-14
31334 (KABELDEUTSCHLAND-AS),2a02:8108:45xx::/40,no,blocked,blocked,/56,2017-10-14
8881 (VERSATEL),89.244.193.x/24,yes,unknown,unknown,none,2017-10-14
35244 (KMS-DE_AS),77.47.118.x/24,yes,unknown,unknown,none,2017-10-14
35244 (KMS-DE_AS),2001:4c50:1xx::/40,no,blocked,blocked,/56,2017-10-14
31334 (KABELDEUTSCHLAND-AS),31.18.22.x/24,yes,unknown,unknown,none,2017-10-14
3320 (DTAG),79.223.57.x/24,yes,unknown,unknown,none,2017-10-14
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/104,2017-10-14
3320 (DTAG),93.255.129.x/24,yes,unknown,unknown,none,2017-10-14
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-10-14
3320 (DTAG),91.14.129.x/24,yes,unknown,unknown,none,2017-10-14
8881 (VERSATEL),88.130.81.x/24,yes,unknown,unknown,none,2017-10-14
15943 (WTNET-AS),46.59.172.x/24,yes,unknown,unknown,none,2017-10-14
15943 (WTNET-AS),2a02:2028:6xx::/40,no,blocked,blocked,/48,2017-10-14
3320 (DTAG),46.83.43.x/24,yes,rewritten,rewritten,none,2017-10-13
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-10-13
3209 (VODANET),92.76.205.x/24,yes,unknown,unknown,none,2017-10-13
6805 (TDDE-ASN1),78.55.68.x/24,yes,rewritten,rewritten,none,2017-10-13
12337 (NORIS-NETWORK),62.128.1.x/24,yes,unknown,unknown,none,2017-10-13
12337 (NORIS-NETWORK),2001:780:xx::/40,no,blocked,blocked,/56,2017-10-13
3320 (DTAG),93.255.129.x/24,yes,unknown,unknown,none,2017-10-13
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-10-13
6805 (TDDE-ASN1),77.186.209.x/24,yes,unknown,unknown,none,2017-10-13
3320 (DTAG),84.181.162.x/24,yes,unknown,unknown,none,2017-10-13
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-10-13
3209 (VODANET),92.76.205.x/24,yes,unknown,unknown,none,2017-10-13
8220 (COLT),213.61.98.x/24,yes,rewritten,rewritten,none,2017-10-13
8881 (VERSATEL),89.245.237.x/24,yes,unknown,unknown,none,2017-10-13
15943 (WTNET-AS),84.46.63.x/24,yes,unknown,unknown,none,2017-10-13
15943 (WTNET-AS),2a02:2028:8xx::/40,no,blocked,blocked,/48,2017-10-13
3320 (DTAG),46.83.46.x/24,yes,rewritten,rewritten,none,2017-10-12
29562 (KabelBW-ASN),78.42.209.x/24,yes,rewritten,rewritten,none,2017-10-12
3320 (DTAG),217.244.129.x/24,yes,rewritten,rewritten,none,2017-10-12
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-10-12
31334 (KABELDEUTSCHLAND-AS),77.23.240.x/24,yes,unknown,unknown,none,2017-10-12
31334 (KABELDEUTSCHLAND-AS),2a02:8109:16xx::/40,no,blocked,blocked,/64,2017-10-12
3320 (DTAG),217.244.129.x/24,yes,rewritten,rewritten,none,2017-10-12
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-10-12
15943 (WTNET-AS),84.46.7.x/24,yes,rewritten,rewritten,none,2017-10-12
3320 (DTAG),79.223.39.x/24,yes,unknown,unknown,none,2017-10-12
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-10-12
3320 (DTAG),84.181.170.x/24,yes,unknown,rewritten,none,2017-10-12
12816 (MWN-AS),138.246.2.x/24,yes,unknown,unknown,none,2017-10-12
12816 (MWN-AS),2001:4ca0:xx::/40,no,blocked,blocked,/64,2017-10-12
3320 (DTAG),84.181.172.x/24,yes,rewritten,rewritten,none,2017-10-12
8881 (VERSATEL),89.245.195.x/24,yes,unknown,unknown,none,2017-10-12
31334 (KABELDEUTSCHLAND-AS),77.23.240.x/24,yes,unknown,unknown,none,2017-10-12
31334 (KABELDEUTSCHLAND-AS),2a02:8109:16xx::/40,no,blocked,blocked,/64,2017-10-12
3320 (DTAG),217.244.136.x/24,yes,rewritten,rewritten,none,2017-10-12
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-10-12
15943 (WTNET-AS),46.59.161.x/24,yes,unknown,unknown,none,2017-10-11
15943 (WTNET-AS),2a02:2028:7xx::/40,no,blocked,blocked,/48,2017-10-11
3320 (DTAG),217.244.136.x/24,yes,rewritten,rewritten,none,2017-10-11
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-10-11
6805 (TDDE-ASN1),78.52.195.x/24,yes,unknown,unknown,none,2017-10-11
3320 (DTAG),79.200.7.x/24,yes,unknown,unknown,none,2017-10-11
3320 (DTAG),2003:53:cdxx::/40,no,blocked,blocked,/64,2017-10-11
3209 (VODANET),92.76.207.x/24,yes,unknown,unknown,none,2017-10-11
3320 (DTAG),79.242.99.x/24,yes,unknown,unknown,none,2017-10-11
3320 (DTAG),93.255.81.x/24,yes,unknown,unknown,none,2017-10-11
3320 (DTAG),79.200.7.x/24,yes,unknown,unknown,none,2017-10-11
3320 (DTAG),84.181.168.x/24,yes,unknown,unknown,none,2017-10-11
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,/64,2017-10-11
3320 (DTAG),84.181.168.x/24,yes,unknown,unknown,none,2017-10-11
3320 (DTAG),2003:73:afxx::/40,no,blocked,blocked,none,2017-10-11
3209 (VODANET),92.76.207.x/24,yes,unknown,unknown,none,2017-10-11
8881 (VERSATEL),87.123.189.x/24,yes,unknown,unknown,none,2017-10-11
31334 (KABELDEUTSCHLAND-AS),91.65.148.x/24,yes,unknown,unknown,none,2017-10-11
6830 (LGI-UPC),109.91.37.x/24,yes,unknown,unknown,none,2017-10-11
6830 (LGI-UPC),2a02:908:cxx::/40,no,blocked,blocked,/64,2017-10-11
3320 (DTAG),46.83.47.x/24,yes,rewritten,rewritten,none,2017-10-11
3320 (DTAG),2003:ed:f3xx::/40,no,blocked,blocked,/56,2017-10-11
31334 (KABELDEUTSCHLAND-AS),146.52.113.x/24,yes,unknown,unknown,none,2017-10-11
31334 (KABELDEUTSCHLAND-AS),2a02:810c:c6xx::/40,no,blocked,blocked,/64,2017-10-11
15943 (WTNET-AS),46.59.174.x/24,yes,unknown,unknown,none,2017-10-10
15943 (WTNET-AS),2a02:2028:6xx::/40,no,blocked,blocked,/48,2017-10-10
3320 (DTAG),93.255.81.x/24,yes,unknown,unknown,none,2017-10-10
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-10-10
3320 (DTAG),84.136.247.x/24,yes,unknown,unknown,none,2017-10-10
24940 (HETZNER-AS),138.201.69.x/24,no,unknown,unknown,/27,2017-10-10
3320 (DTAG),84.128.108.x/24,yes,unknown,unknown,none,2017-10-10
50629 (LWLCOM),31.209.95.x/24,yes,rewritten,rewritten,none,2017-10-10
3320 (DTAG),84.128.108.x/24,yes,unknown,unknown,none,2017-10-10
3320 (DTAG),93.255.81.x/24,yes,unknown,unknown,none,2017-10-10
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-10-10
8881 (VERSATEL),89.245.207.x/24,yes,unknown,unknown,none,2017-10-10
15943 (WTNET-AS),84.46.57.x/24,yes,unknown,unknown,none,2017-10-09
15943 (WTNET-AS),2a02:2028:7xx::/40,no,blocked,blocked,none,2017-10-09
24961 (MYLOC-AS),46.20.46.x/24,no,unknown,unknown,/23,2017-10-09
15943 (WTNET-AS),46.59.161.x/24,yes,unknown,unknown,none,2017-10-09
15943 (WTNET-AS),2a02:2028:7xx::/40,no,blocked,blocked,/48,2017-10-09
3320 (DTAG),93.255.81.x/24,yes,blocked,blocked,none,2017-10-09
3320 (DTAG),2003:6:53xx::/40,yes,blocked,blocked,none,2017-10-09
3209 (VODANET),84.61.120.x/24,yes,blocked,blocked,none,2017-10-09
8881 (VERSATEL),87.122.68.x/24,yes,blocked,blocked,none,2017-10-09
